start_lat,start_lng,end_lat,end_lng,tavg,tmin,tmax,prcp,wdir,wspd,pres,Holiday,trip_time,distance_traveled,average_speed,hour,start_station_cluster,end_station_cluster,member_casual_member,rideable_type_electric_bike,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,wind_direction_North,wind_direction_South,wind_direction_West,day_of_the_week_Monday,day_of_the_week_Saturday,day_of_the_week_Sunday,day_of_the_week_Thursday,day_of_the_week_Tuesday,day_of_the_week_Wednesday
37.76303833333333,-122.42667,37.8044325,-122.433523,10.4,7.2,13.3,0.0,97.0,6.5,1020.2,0,38.03333333333333,4.642053836937144,7.323134887367976,12,3,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.86641794050319,-122.25379943847656,37.8513755,-122.2525233,10.6,7.2,14.4,0.0,312.0,8.6,1021.4,0,5.4,1.6763908758973736,18.6265652877486,12,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37.792979854977766,-122.4233016371727,37.80717108096738,-122.40927904844284,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,13.733333333333333,2.0019949692539174,8.746579962759835,10,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.79303583333333,-122.42333466666666,37.8,-122.44,10.7,5.0,17.8,0.0,16.0,3.2,1023.2,0,8.566666666666666,1.6564587268180664,11.601656452422256,8,18,17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.76306233333333,-122.42655266666668,37.76,-122.42,10.7,5.0,17.8,0.0,16.0,3.2,1023.2,0,2.8666666666666667,0.6691456922004061,14.005374953031756,7,3,17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.7929945,-122.42331333333334,37.79,-122.42,6.2,1.7,11.7,0.0,158.0,6.8,1024.4,0,5.383333333333334,0.4423095735200714,4.929766144496152,2,18,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37.79307766666667,-122.42358566666668,37.79,-122.42,9.8,5.0,13.9,0.0,97.0,5.8,1025.1,0,0.7166666666666667,0.4651760699733011,38.944973300090325,14,18,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.79311883333333,-122.423396,37.81,-122.42,9.8,5.0,13.9,0.0,97.0,5.8,1025.1,0,9.533333333333331,1.900665582980881,11.962230941837712,14,18,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.793017166666665,-122.42362966666668,37.81,-122.45,9.8,5.0,13.9,0.0,97.0,5.8,1025.1,0,17.533333333333335,2.988982731555238,10.228458016728952,11,18,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.76302716666667,-122.42652,37.77,-122.45,10.7,5.6,16.1,0.0,319.0,9.7,1020.8,0,14.016666666666667,2.204746986782355,9.437680323919713,23,3,17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.7630555,-122.42651533333331,37.76,-122.42,11.6,6.1,17.8,0.0,336.0,5.0,1023.8,0,3.4166666666666665,0.6659346804292731,11.694462680709186,18,3,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.808715,-122.2492512,37.8160598,-122.2782444,11.8,8.9,15.0,0.0,357.0,8.6,1017.7,1,16.466666666666665,2.674689722237084,9.74583299600557,15,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.808715,-122.2492512,37.8160598,-122.2782444,11.1,7.2,15.6,0.0,298.0,12.2,1020.3,0,22.55,2.674689722237084,7.1166910569501125,15,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.808715,-122.2492512,37.8160598,-122.2782444,11.8,6.1,17.8,0.0,48.0,3.6,1024.8,0,10.4,2.674689722237084,15.430902243675485,15,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.792979854977766,-122.4233016371727,37.799207926286,-122.43412166833876,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,5.666666666666667,1.1762015406923103,12.453898666153874,13,18,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.79320366666666,-122.4233615,37.799207926286,-122.43412166833876,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,6.616666666666666,1.1574210447327,10.49550569530912,10,18,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.7630152,-122.4264968,37.77588,-122.39317,10.0,7.2,15.0,0.0,262.0,9.4,1023.7,0,23.8,3.25996773404589,8.21840605221653,16,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.7929945,-122.42350766666668,37.778799,-122.4159632,10.4,7.2,13.3,0.0,97.0,6.5,1020.2,0,6.183333333333334,1.712051154708564,16.61289530175426,10,18,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.86641794050319,-122.25379943847656,37.8690599,-122.270556,15.2,9.4,17.2,0.0,77.0,16.6,1019.6,0,7.183333333333334,1.4999505854659536,12.528589576977804,8,14,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.7929355,-122.42333016666667,37.77793367006746,-122.3969730734825,10.7,5.6,16.1,0.0,319.0,9.7,1020.8,0,15.883333333333333,2.85438934872662,10.782583059198146,8,18,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.8051895,-122.29461686454056,37.8051895,-122.29461686454056,11.9,6.7,18.9,0.0,16.0,7.6,1021.7,0,0.9833333333333332,0.0,0.0,8,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.7630152,-122.4264968,37.740321776391326,-122.3767840862274,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,39.38333333333333,5.046813560592227,7.688755318718585,12,3,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.7630152,-122.4264968,37.7670373,-122.4154425,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,6.766666666666667,1.0696867868771895,9.484907469847,16,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.792979854977766,-122.4233016371727,37.780819,-122.4217875,11.8,6.1,17.8,0.0,48.0,3.6,1024.8,0,6.15,1.358755967930971,13.2561557846924,13,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7630152,-122.4264968,37.7637348,-122.41552403555308,11.6,10.0,13.9,0.0,220.0,14.8,1014.8,0,4.116666666666666,0.9678715996948593,14.106630602840054,9,3,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.76303216666667,-122.42659,37.7637348,-122.41552403555308,10.6,7.2,14.4,0.0,312.0,8.6,1021.4,0,7.366666666666666,0.9758835498411256,7.948372804135864,3,3,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37.76134533333333,-122.42667333333333,37.7711532,-122.4452011,11.8,8.9,15.0,0.0,357.0,8.6,1017.7,1,13.783333333333331,1.960042170112914,8.532227100854282,13,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.7630152,-122.4264968,37.7604469,-122.410807,9.5,7.2,15.6,0.0,336.0,6.1,1025.7,0,6.116666666666666,1.4084946754135494,13.816296543566152,20,3,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.79307683333333,-122.423437,37.7770527,-122.4295585,10.8,6.7,15.6,0.0,13.0,3.6,1027.7,0,10.3,1.8612391245479845,10.842169657561072,17,18,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37.7614205,-122.4264353,37.77779057034257,-122.40643188357352,10.7,5.6,16.1,0.0,319.0,9.7,1020.8,0,16.066666666666666,2.530773256328902,9.451020459319553,17,3,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.76309033333333,-122.42656833333334,37.7692231,-122.43406206015258,10.4,7.2,13.3,0.0,97.0,6.5,1020.2,0,3.716666666666667,0.9481193599208468,15.305962761054028,14,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.79302483333333,-122.4233675,37.785876,-122.4089225,11.9,6.7,18.9,0.0,16.0,7.6,1021.7,0,8.6,1.4976995314391548,10.449066498412709,10,18,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.331415,-121.8932,37.329732,-121.901782,10.7,5.6,16.1,0.0,319.0,9.7,1020.8,0,3.7,0.7815283507364815,12.673432714645646,7,13,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.76305266666667,-122.4266565,37.7644783,-122.4025701,11.9,10.6,14.4,0.0,19.0,6.1,1025.0,0,9.45,2.1232244596249545,13.480790219840982,9,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37.86641794050319,-122.25379943847656,37.8494355,-122.2525406,11.9,10.6,14.4,0.0,19.0,6.1,1025.0,0,9.266666666666667,1.8915924435444544,12.247720857482078,18,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37.76457933333333,-122.41035283333332,37.7518194,-122.4266139,11.6,8.3,14.4,0.0,339.0,7.6,1024.3,0,10.266666666666667,2.0141125728233606,11.770787763253406,20,11,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.7645435,-122.410349,37.78045005996349,-122.43194639682768,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,13.1,2.594584534081106,11.88359328586766,16,11,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.76304733333333,-122.4265355,37.7610471,-122.4326417,11.6,6.1,17.8,0.0,336.0,5.0,1023.8,0,3.3666666666666667,0.581029149995101,10.35497495040774,10,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.808715,-122.2492512,37.8113768,-122.2651925,12.4,11.1,12.8,0.0,13.0,5.4,1018.3,0,11.05,1.4313672791106409,7.77213002232022,12,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.7630152,-122.4264968,37.7592103,-122.4213392,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,4.116666666666666,0.6201332839216113,9.038379846630772,10,3,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.86641794050319,-122.25379943847656,37.8623199,-122.258801,10.7,5.0,17.8,0.0,16.0,3.2,1023.2,0,2.95,0.632786887121157,12.870241771955737,23,14,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.808715,-122.2492512,37.8332935222321,-122.25622415542604,10.7,5.6,16.1,0.0,319.0,9.7,1020.8,0,21.5,2.800795714562125,7.816174087150116,18,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.793065,-122.42336983333334,37.7762475,-122.4262025,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,11.7,1.8865166598664176,9.674444409571374,14,18,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.775252,-122.5112085,37.77754677017323,-122.43327409029006,6.2,1.7,11.7,0.0,158.0,6.8,1024.4,0,22.316666666666663,6.854351211084267,18.428427453251203,23,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37.783973,-122.442878,37.78657849953654,-122.45342284440996,12.4,11.1,12.8,0.0,13.0,5.4,1018.3,0,7.983333333333333,0.970901448885545,7.296962872626224,11,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.79306616666667,-122.423213,37.7700298,-122.4117258,10.6,7.2,14.4,0.0,312.0,8.6,1021.4,0,12.35,2.7532844130625675,13.376280549291826,16,18,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37.7630152,-122.4264968,37.771058,-122.402717,10.8,6.7,15.6,0.0,13.0,3.6,1027.7,0,13.183333333333334,2.2735367735324563,10.347322863105996,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37.76306433333333,-122.42654416666667,37.77948760924334,-122.4631418287754,11.6,10.0,13.9,0.0,220.0,14.8,1014.8,0,21.7,3.6989906638994894,10.227623955482462,17,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.808715,-122.2492512,37.8277573,-122.2567156,11.3,6.7,15.6,0.0,346.0,5.8,1022.9,0,21.916666666666668,2.2165999653900426,6.068258460383386,13,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.79298883333333,-122.42368183333332,37.78646613354221,-122.39871607983105,10.3,6.7,14.4,0.0,313.0,11.5,1017.8,0,18.466666666666665,2.310610998410694,7.507400355847021,15,18,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.783973,-122.442878,37.7603435,-122.387449,9.4,6.7,16.1,0.0,164.0,5.0,1020.4,0,26.95,5.535251963662622,12.323380995167248,8,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37.783973,-122.442878,37.7603435,-122.387449,10.3,6.7,14.4,0.0,313.0,11.5,1017.8,0,26.85,5.535251963662622,12.369278131089658,8,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.783973,-122.442878,37.7603435,-122.387449,11.6,8.3,14.4,0.0,339.0,7.6,1024.3,0,28.85,5.535251963662622,11.51178917919436,8,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.808715,-122.2492512,37.800459411713945,-122.24745869636536,15.2,9.4,17.2,0.0,77.0,16.6,1019.6,0,10.133333333333333,0.9313897888947046,5.51480796056075,2,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.808715,-122.2492512,37.800459411713945,-122.24745869636536,10.3,6.7,14.4,0.0,313.0,11.5,1017.8,0,16.683333333333334,0.9313897888947046,3.349653586434502,17,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.7630152,-122.4264968,37.7690102,-122.4222482622354,9.4,6.7,16.1,0.0,164.0,5.0,1020.4,0,4.75,0.7640949826530079,9.651726096669574,20,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37.783995833333336,-122.44282683333331,37.775681,-122.494064,11.9,6.7,18.9,0.0,16.0,7.6,1021.7,0,22.516666666666666,4.596926478257433,12.249396981292938,21,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.7645435,-122.410349,37.750945,-122.4120835,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,29.366666666666667,1.51975312210835,3.105057457202077,11,11,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.762995,-122.42657033333332,37.769818,-122.4291485,11.3,6.7,15.6,0.0,346.0,5.8,1022.9,0,14.6,0.7918069526994084,3.254001175477021,12,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.764550166666666,-122.41045083333331,37.7840775,-122.411926,11.3,6.7,15.6,0.0,346.0,5.8,1022.9,0,12.066666666666666,2.175207931263553,10.815951039432033,11,11,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.76454316666667,-122.41041183333331,37.787963,-122.3918085,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,22.133333333333333,3.074903253442813,8.335581108730517,16,11,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.76137116666666,-122.42659233333332,37.780819,-122.4217875,11.6,6.1,17.8,0.0,336.0,5.0,1023.8,0,10.4,2.2033531925241654,12.711653033793262,12,3,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.76309333333333,-122.42664416666666,37.763333,-122.4220555,11.5,6.7,14.4,0.0,43.0,4.7,1024.6,0,3.333333333333333,0.4042459863778004,7.276427754800407,17,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37.76308733333333,-122.42658716666666,37.763333,-122.4220555,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,2.433333333333333,0.399291544437052,9.84554493132457,14,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.80241616666667,-122.42434266666666,37.7751205,-122.464998,10.7,6.1,14.4,0.0,290.0,13.7,1023.3,0,26.766666666666666,4.687785473963773,10.50811189680547,19,18,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37.7632417,-122.4306746,37.7751205,-122.464998,12.6,10.6,15.0,0.0,15.0,3.6,1019.4,0,25.95,3.2934310150580446,7.614869398978138,13,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.780694833333335,-122.45043733333333,37.7751205,-122.464998,8.2,3.9,11.1,0.0,8.0,5.0,1022.1,1,16.4,1.4219114770510128,5.20211515994273,13,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.78068,-122.450012,37.7751205,-122.464998,8.2,3.9,11.1,0.0,8.0,5.0,1022.1,1,17.383333333333333,1.4549440525334694,5.021858666462598,13,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.76448483333333,-122.41031766666669,37.775946,-122.4377775,9.5,7.2,15.6,0.0,336.0,6.1,1025.7,0,21.03333333333333,2.729423334565145,7.78599366436967,19,11,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.86906047545393,-122.29339957237242,37.8539069616438,-122.2896981239319,12.6,10.6,15.0,0.0,15.0,3.6,1019.4,0,9.516666666666667,1.716039683738967,10.819164380841125,16,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.8051895,-122.29461686454056,37.8238474,-122.2811926,11.1,8.3,16.1,0.0,55.0,4.7,1029.2,0,9.216666666666669,2.386385994653413,15.535243364832343,16,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.8051895,-122.29461686454056,37.8238474,-122.2811926,10.6,7.2,14.4,0.0,312.0,8.6,1021.4,0,9.183333333333334,2.386385994653413,15.59163263294426,16,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37.80696976095594,-122.26658821105956,37.8098236,-122.2801923,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,12.133333333333333,1.2365476616882696,6.114796129227707,0,9,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.775246333333335,-122.51120816666666,37.770519,-122.442326,11.6,6.1,17.8,0.0,336.0,5.0,1023.8,0,38.06666666666667,6.077069610572032,9.578568563073254,16,4,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.75249216666667,-122.42062666666666,37.770519,-122.442326,10.4,7.2,13.3,0.0,97.0,6.5,1020.2,0,16.433333333333334,2.7670624507161907,10.10286493162098,10,17,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.76525433333333,-122.4218835,37.770519,-122.442326,11.3,6.7,15.6,0.0,346.0,5.8,1022.9,0,10.066666666666666,1.8898384314763887,11.263937671051329,15,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37.8693603,-122.2543374,37.85749021457153,-122.26157784461977,11.1,8.3,16.1,0.0,55.0,4.7,1029.2,0,10.35,1.464962609736709,8.492536868038894,16,14,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.763287,-122.4308435,37.775946,-122.4377775,9.8,5.0,13.9,0.0,97.0,5.8,1025.1,0,8.033333333333333,1.5339004609289442,11.456517965444396,10,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.82489252995112,-122.26043654610294,37.8098236,-122.2801923,12.4,11.1,12.8,0.0,13.0,5.4,1018.3,0,15.85,2.4122728492261776,9.13163223681834,12,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.786672,-122.4500465,37.781722,-122.492844,11.1,7.2,15.6,0.0,298.0,12.2,1020.3,0,23.03333333333333,3.8011074427762255,9.901582340082786,12,7,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.32412595115088,-121.89971968531609,37.333988,-121.894902,11.8,8.3,17.2,0.0,109.0,7.2,1022.2,0,21.25,1.1764375655929662,3.3217060675566104,7,13,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37.80936861213485,-122.26795077323914,37.8170154,-122.2717615,11.1,7.8,16.7,0.0,17.0,4.7,1022.2,0,8.266666666666667,0.913807440219074,6.632473356428762,12,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.783973,-122.442878,37.7789994,-122.4368608,9.5,7.2,15.6,0.0,336.0,6.1,1025.7,0,5.466666666666667,0.7651753888893484,8.398266463419677,20,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.7614205,-122.4264353,37.7789994,-122.4368608,10.5,8.3,12.8,6.9,165.0,17.3,1022.6,0,15.583333333333334,2.158823543959726,8.312047869791458,13,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37.8677892,-122.2658964,37.83575,-122.262654,11.8,8.9,15.0,0.0,357.0,8.6,1017.7,1,73.95,3.573952617149874,2.8997587157402624,13,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.7866115,-122.4500525,37.7789994,-122.4368608,11.9,6.7,18.9,0.0,16.0,7.6,1021.7,0,8.45,1.4354216117409222,10.192342805260989,17,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.7753805,-122.511212,37.772954,-122.509071,11.1,7.2,15.6,0.0,298.0,12.2,1020.3,0,46.81666666666667,0.3289533610289887,0.4215849411549873,18,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.7752365,-122.51119766666666,37.772954,-122.509071,11.8,6.1,17.8,0.0,48.0,3.6,1024.8,0,8.133333333333333,0.3152041472113843,2.325276495821688,11,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.780843833333336,-122.45623233333332,37.7799345,-122.480383,12.4,11.1,12.8,0.0,13.0,5.4,1018.3,0,7.183333333333334,2.1248775936767905,17.748397534191287,15,7,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.3229796,-121.8879312,37.324414,-121.88078,12.6,10.6,15.0,0.0,15.0,3.6,1019.4,0,5.766666666666667,0.6521482002670292,6.785356996997993,16,19,19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37.78397966666667,-122.4427515,37.783973,-122.442878,11.6,8.3,14.4,0.0,339.0,7.6,1024.3,0,2.683333333333333,0.0111415444861802,0.2491277027965763,15,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37.783973,-122.442878,37.783973,-122.442878,10.4,7.2,13.3,0.0,97.0,6.5,1020.2,0,0.3,0.0,0.0,20,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
