date,start_station_cluster,rideable_type,trip_count
2022/1/3,14,classic_bike,51
2022/1/3,15,electric_bike,1
2022/1/3,16,classic_bike,123
2022/1/3,16,electric_bike,241
2022/1/3,17,classic_bike,82
2022/1/3,17,electric_bike,692
2022/1/3,18,classic_bike,33
2022/1/3,18,electric_bike,95
2022/1/3,19,classic_bike,15
2022/1/3,19,electric_bike,17
2022/1/4,0,classic_bike,139
2022/1/4,0,electric_bike,221
2022/1/4,1,classic_bike,6
2022/1/4,1,electric_bike,16
2022/1/4,2,classic_bike,44
2022/1/4,3,classic_bike,117
2022/1/4,3,electric_bike,224
2022/1/4,4,classic_bike,14
2022/1/4,4,electric_bike,47
2022/1/4,5,classic_bike,3
2022/1/4,6,electric_bike,9
2022/1/4,7,classic_bike,52
2022/1/4,7,electric_bike,159
2022/1/4,8,electric_bike,8
2022/1/4,9,classic_bike,56
2022/1/4,10,classic_bike,33
2022/1/4,11,classic_bike,148
2022/1/4,11,electric_bike,327
2022/1/4,12,classic_bike,29
2022/1/4,13,classic_bike,16
2022/1/4,13,electric_bike,24
2022/1/4,14,classic_bike,67
2022/1/4,15,classic_bike,1
2022/1/4,15,electric_bike,1
2022/1/4,16,classic_bike,162
2022/1/4,16,electric_bike,312
2022/1/4,17,classic_bike,75
2022/1/4,17,electric_bike,727
2022/1/4,18,classic_bike,32
2022/1/4,18,electric_bike,126
2022/1/4,19,classic_bike,19
2022/1/4,19,electric_bike,26
2022/1/5,0,classic_bike,174
2022/1/5,0,electric_bike,282
2022/1/5,1,classic_bike,8
2022/1/5,1,electric_bike,14
2022/1/5,2,classic_bike,57
2022/1/5,3,classic_bike,145
2022/1/5,3,electric_bike,290
2022/1/5,4,classic_bike,12
2022/1/5,4,electric_bike,53
2022/1/5,5,classic_bike,1
2022/1/5,6,classic_bike,2
2022/1/5,6,electric_bike,4
2022/1/5,7,classic_bike,60
2022/1/5,7,electric_bike,155
2022/1/5,8,electric_bike,9
2022/1/5,9,classic_bike,70
2022/1/5,10,classic_bike,31
2022/1/5,11,classic_bike,210
2022/1/5,11,electric_bike,391
2022/1/5,12,classic_bike,42
2022/1/5,13,classic_bike,11
2022/1/5,13,electric_bike,19
2022/1/5,14,classic_bike,99
2022/1/5,15,electric_bike,1
2022/1/5,16,classic_bike,213
2022/1/5,16,electric_bike,350
2022/1/5,17,classic_bike,89
2022/1/5,17,electric_bike,880
2022/1/5,18,classic_bike,48
2022/1/5,18,electric_bike,144
2022/1/5,19,classic_bike,19
2022/1/5,19,electric_bike,22
2022/1/6,0,classic_bike,173
2022/1/6,0,electric_bike,273
2022/1/6,1,classic_bike,7
2022/1/6,1,electric_bike,12
2022/1/6,2,classic_bike,46
2022/1/6,3,classic_bike,137
2022/1/6,3,electric_bike,300
2022/1/6,4,classic_bike,17
2022/1/6,4,electric_bike,64
2022/1/6,6,classic_bike,5
2022/1/6,6,electric_bike,7
2022/1/6,7,classic_bike,70
2022/1/6,7,electric_bike,165
2022/1/6,8,classic_bike,2
2022/1/6,8,electric_bike,7
2022/1/6,9,classic_bike,58
2022/1/6,10,classic_bike,24
2022/1/6,11,classic_bike,170
2022/1/6,11,electric_bike,393
2022/1/6,12,classic_bike,25
2022/1/6,13,classic_bike,17
2022/1/6,13,electric_bike,26
2022/1/6,14,classic_bike,66
2022/1/6,15,electric_bike,3
2022/1/6,16,classic_bike,178
2022/1/6,16,electric_bike,384
2022/1/6,17,classic_bike,111
2022/1/6,17,electric_bike,895
2022/1/6,18,classic_bike,51
2022/1/6,18,electric_bike,135
2022/1/6,19,classic_bike,20
2022/1/6,19,electric_bike,18
2022/1/7,0,classic_bike,139
2022/1/7,0,electric_bike,252
2022/1/7,1,classic_bike,11
2022/1/7,1,electric_bike,4
2022/1/7,2,classic_bike,49
2022/1/7,3,classic_bike,91
2022/1/7,3,electric_bike,256
2022/1/7,4,classic_bike,19
2022/1/7,4,electric_bike,54
2022/1/7,5,classic_bike,1
2022/1/7,6,classic_bike,6
2022/1/7,6,electric_bike,8
2022/1/7,7,classic_bike,47
2022/1/7,7,electric_bike,175
2022/1/7,8,classic_bike,2
2022/1/7,8,electric_bike,12
2022/1/7,9,classic_bike,64
2022/1/7,10,classic_bike,21
2022/1/7,11,classic_bike,178
2022/1/7,11,electric_bike,351
2022/1/7,12,classic_bike,24
2022/1/7,13,classic_bike,13
2022/1/7,13,electric_bike,28
2022/1/7,14,classic_bike,85
2022/1/7,15,electric_bike,2
2022/1/7,16,classic_bike,186
2022/1/7,16,electric_bike,321
2022/1/7,17,classic_bike,105
2022/1/7,17,electric_bike,862
2022/1/7,18,classic_bike,39
2022/1/7,18,electric_bike,128
2022/1/7,19,classic_bike,17
2022/1/7,19,electric_bike,31
2022/1/8,0,classic_bike,198
2022/1/8,0,electric_bike,263
2022/1/8,1,classic_bike,9
2022/1/8,1,electric_bike,13
2022/1/8,2,classic_bike,41
2022/1/8,3,classic_bike,141
2022/1/8,3,electric_bike,394
2022/1/8,4,classic_bike,61
2022/1/8,4,electric_bike,146
2022/1/8,5,classic_bike,1
2022/1/8,6,classic_bike,5
2022/1/8,6,electric_bike,11
2022/1/8,7,classic_bike,106
2022/1/8,7,electric_bike,282
2022/1/8,8,classic_bike,5
2022/1/8,8,electric_bike,19
2022/1/8,9,classic_bike,90
2022/1/8,10,classic_bike,27
2022/1/8,11,classic_bike,213
2022/1/8,11,electric_bike,344
2022/1/8,12,classic_bike,46
2022/1/8,13,classic_bike,26
2022/1/8,13,electric_bike,36
2022/1/8,14,classic_bike,76
2022/1/8,15,classic_bike,2
2022/1/8,15,electric_bike,2
2022/1/8,16,classic_bike,254
2022/1/8,16,electric_bike,357
2022/1/8,17,classic_bike,127
2022/1/8,17,electric_bike,1122
2022/1/8,18,classic_bike,104
2022/1/8,18,electric_bike,226
2022/1/8,19,classic_bike,7
2022/1/8,19,electric_bike,15
2022/1/9,0,classic_bike,191
2022/1/9,0,electric_bike,264
2022/1/9,1,classic_bike,7
2022/1/9,1,electric_bike,9
2022/1/9,2,classic_bike,56
2022/1/9,3,classic_bike,163
2022/1/9,3,electric_bike,387
2022/1/9,4,classic_bike,53
2022/1/9,4,electric_bike,115
2022/1/9,6,classic_bike,4
2022/1/9,6,electric_bike,5
2022/1/9,7,classic_bike,109
2022/1/9,7,electric_bike,272
2022/1/9,8,classic_bike,2
2022/1/9,8,electric_bike,7
2022/1/9,9,classic_bike,81
2022/1/9,10,classic_bike,40
2022/1/9,11,classic_bike,232
2022/1/9,11,electric_bike,346
2022/1/9,12,classic_bike,36
2022/1/9,13,classic_bike,9
2022/1/9,13,electric_bike,22
2022/1/9,14,classic_bike,103
2022/1/9,15,classic_bike,2
2022/1/9,15,electric_bike,6
2022/1/9,16,classic_bike,232
2022/1/9,16,electric_bike,300
2022/1/9,17,classic_bike,114
2022/1/9,17,electric_bike,1000
2022/1/9,18,classic_bike,93
2022/1/9,18,electric_bike,180
2022/1/9,19,classic_bike,21
2022/1/9,19,electric_bike,14
2022/1/10,0,classic_bike,194
2022/1/10,0,electric_bike,297
2022/1/10,1,classic_bike,16
2022/1/10,1,electric_bike,14
2022/1/10,2,classic_bike,64
2022/1/10,3,classic_bike,149
2022/1/10,3,electric_bike,272
2022/1/10,4,classic_bike,27
2022/1/10,4,electric_bike,68
2022/1/10,5,classic_bike,3
2022/1/10,6,classic_bike,5
2022/1/10,6,electric_bike,10
2022/1/10,7,classic_bike,69
2022/1/10,7,electric_bike,199
2022/1/10,8,classic_bike,6
2022/1/10,8,electric_bike,8
2022/1/10,9,classic_bike,74
2022/1/10,10,classic_bike,18
2022/1/10,11,classic_bike,226
2022/1/10,11,electric_bike,359
2022/1/10,12,classic_bike,40
2022/1/10,13,classic_bike,9
2022/1/10,13,electric_bike,18
2022/1/10,14,classic_bike,107
2022/1/10,15,electric_bike,3
2022/1/10,16,classic_bike,241
2022/1/10,16,electric_bike,395
2022/1/10,17,classic_bike,137
2022/1/10,17,electric_bike,974
2022/1/10,18,classic_bike,87
2022/1/10,18,electric_bike,144
2022/1/10,19,classic_bike,20
2022/1/10,19,electric_bike,29
2022/1/11,0,classic_bike,214
2022/1/11,0,electric_bike,336
2022/1/11,1,classic_bike,14
2022/1/11,1,electric_bike,3
2022/1/11,2,classic_bike,69
2022/1/11,3,classic_bike,155
2022/1/11,3,electric_bike,322
2022/1/11,4,classic_bike,20
2022/1/11,4,electric_bike,77
2022/1/11,6,classic_bike,5
2022/1/11,6,electric_bike,12
2022/1/11,7,classic_bike,96
2022/1/11,7,electric_bike,218
2022/1/11,8,classic_bike,2
2022/1/11,8,electric_bike,12
2022/1/11,9,classic_bike,77
2022/1/11,10,classic_bike,32
2022/1/11,11,classic_bike,234
2022/1/11,11,electric_bike,447
2022/1/11,12,classic_bike,23
2022/1/11,13,classic_bike,15
2022/1/11,13,electric_bike,20
2022/1/11,14,classic_bike,101
2022/1/11,15,classic_bike,1
2022/1/11,16,classic_bike,255
2022/1/11,16,electric_bike,474
2022/1/11,17,classic_bike,134
2022/1/11,17,electric_bike,1069
2022/1/11,18,classic_bike,56
2022/1/11,18,electric_bike,201
2022/1/11,19,classic_bike,15
2022/1/11,19,electric_bike,30
2022/1/12,0,classic_bike,200
2022/1/12,0,electric_bike,331
2022/1/12,1,classic_bike,8
2022/1/12,1,electric_bike,2
2022/1/12,2,classic_bike,59
2022/1/12,3,classic_bike,167
2022/1/12,3,electric_bike,434
2022/1/12,4,classic_bike,41
2022/1/12,4,electric_bike,65
2022/1/12,5,classic_bike,1
2022/1/12,6,classic_bike,10
2022/1/12,6,electric_bike,6
2022/1/12,7,classic_bike,84
2022/1/12,7,electric_bike,211
2022/1/12,8,classic_bike,3
2022/1/12,8,electric_bike,11
2022/1/12,9,classic_bike,73
2022/1/12,10,classic_bike,30
2022/1/12,11,classic_bike,257
2022/1/12,11,electric_bike,468
2022/1/12,12,classic_bike,44
2022/1/12,13,classic_bike,17
2022/1/12,13,electric_bike,18
2022/1/12,14,classic_bike,114
2022/1/12,15,classic_bike,1
2022/1/12,15,electric_bike,5
2022/1/12,16,classic_bike,268
2022/1/12,16,electric_bike,431
2022/1/12,17,classic_bike,121
2022/1/12,17,electric_bike,1127
2022/1/12,18,classic_bike,78
2022/1/12,18,electric_bike,171
2022/1/12,19,classic_bike,21
2022/1/12,19,electric_bike,23
2022/1/13,0,classic_bike,240
2022/1/13,0,electric_bike,330
2022/1/13,1,classic_bike,10
2022/1/13,1,electric_bike,4
2022/1/13,2,classic_bike,54
2022/1/13,3,classic_bike,176
2022/1/13,3,electric_bike,398
2022/1/13,4,classic_bike,17
2022/1/13,4,electric_bike,67
2022/1/13,6,classic_bike,4
2022/1/13,6,electric_bike,5
2022/1/13,7,classic_bike,72
2022/1/13,7,electric_bike,256
2022/1/13,8,classic_bike,3
2022/1/13,8,electric_bike,14
2022/1/13,9,classic_bike,74
2022/1/13,10,classic_bike,23
2022/1/13,11,classic_bike,256
2022/1/13,11,electric_bike,467
2022/1/13,12,classic_bike,38
2022/1/13,13,classic_bike,27
2022/1/13,13,electric_bike,18
2022/1/13,14,classic_bike,113
2022/1/13,15,electric_bike,6
2022/1/13,16,classic_bike,260
2022/1/13,16,electric_bike,504
2022/1/13,17,classic_bike,133
2022/1/13,17,electric_bike,1141
2022/1/13,18,classic_bike,78
2022/1/13,18,electric_bike,191
2022/1/13,19,classic_bike,31
2022/1/13,19,electric_bike,17
2022/1/14,0,classic_bike,243
2022/1/14,0,electric_bike,329
2022/1/14,1,classic_bike,12
2022/1/14,1,electric_bike,13
2022/1/14,2,classic_bike,60
2022/1/14,3,classic_bike,160
2022/1/14,3,electric_bike,435
2022/1/14,4,classic_bike,30
2022/1/14,4,electric_bike,101
2022/1/14,5,classic_bike,1
2022/1/14,6,classic_bike,6
2022/1/14,6,electric_bike,13
2022/1/14,7,classic_bike,96
2022/1/14,7,electric_bike,269
2022/1/14,8,classic_bike,4
2022/1/14,8,electric_bike,16
2022/1/14,9,classic_bike,81
2022/1/14,10,classic_bike,29
2022/1/14,11,classic_bike,273
2022/1/14,11,electric_bike,504
2022/1/14,12,classic_bike,49
2022/1/14,13,classic_bike,17
2022/1/14,13,electric_bike,20
2022/1/14,14,classic_bike,122
2022/1/14,15,classic_bike,2
2022/1/14,15,electric_bike,5
2022/1/14,16,classic_bike,257
2022/1/14,16,electric_bike,401
2022/1/14,17,classic_bike,140
2022/1/14,17,electric_bike,1239
2022/1/14,18,classic_bike,74
2022/1/14,18,electric_bike,241
2022/1/14,19,classic_bike,24
2022/1/14,19,electric_bike,22
2022/1/15,0,classic_bike,255
2022/1/15,0,electric_bike,311
2022/1/15,1,classic_bike,9
2022/1/15,1,electric_bike,12
2022/1/15,2,classic_bike,40
2022/1/15,3,classic_bike,220
2022/1/15,3,electric_bike,426
2022/1/15,4,classic_bike,68
2022/1/15,4,electric_bike,149
2022/1/15,6,classic_bike,2
2022/1/15,6,electric_bike,7
2022/1/15,7,classic_bike,105
2022/1/15,7,electric_bike,279
2022/1/15,8,classic_bike,9
2022/1/15,8,electric_bike,7
2022/1/15,9,classic_bike,95
2022/1/15,10,classic_bike,25
2022/1/15,11,classic_bike,283
2022/1/15,11,electric_bike,446
2022/1/15,12,classic_bike,39
2022/1/15,13,classic_bike,24
2022/1/15,13,electric_bike,19
2022/1/15,14,classic_bike,97
2022/1/15,15,electric_bike,3
2022/1/15,16,classic_bike,336
2022/1/15,16,electric_bike,364
2022/1/15,17,classic_bike,145
2022/1/15,17,electric_bike,1250
2022/1/15,18,classic_bike,90
2022/1/15,18,electric_bike,217
2022/1/15,19,classic_bike,13
2022/1/15,19,electric_bike,16
2022/1/16,0,classic_bike,211
2022/1/16,0,electric_bike,242
2022/1/16,1,classic_bike,16
2022/1/16,1,electric_bike,14
2022/1/16,2,classic_bike,53
2022/1/16,3,classic_bike,174
2022/1/16,3,electric_bike,393
2022/1/16,4,classic_bike,70
2022/1/16,4,electric_bike,145
2022/1/16,6,classic_bike,7
2022/1/16,6,electric_bike,8
2022/1/16,7,classic_bike,158
2022/1/16,7,electric_bike,312
2022/1/16,8,classic_bike,7
2022/1/16,8,electric_bike,7
2022/1/16,9,classic_bike,83
2022/1/16,10,classic_bike,36
2022/1/16,11,classic_bike,259
2022/1/16,11,electric_bike,386
2022/1/16,12,classic_bike,36
2022/1/16,13,classic_bike,12
2022/1/16,13,electric_bike,19
2022/1/16,14,classic_bike,95
2022/1/16,15,classic_bike,2
2022/1/16,15,electric_bike,1
2022/1/16,16,classic_bike,306
2022/1/16,16,electric_bike,321
2022/1/16,17,classic_bike,125
2022/1/16,17,electric_bike,1196
2022/1/16,18,classic_bike,88
2022/1/16,18,electric_bike,254
2022/1/16,19,classic_bike,12
2022/1/16,19,electric_bike,12
2022/1/17,0,classic_bike,225
2022/1/17,0,electric_bike,305
2022/1/17,1,classic_bike,7
2022/1/17,1,electric_bike,12
2022/1/17,2,classic_bike,53
2022/1/17,3,classic_bike,189
2022/1/17,3,electric_bike,372
2022/1/17,4,classic_bike,56
2022/1/17,4,electric_bike,116
2022/1/17,5,classic_bike,1
2022/1/17,6,classic_bike,5
2022/1/17,6,electric_bike,12
2022/1/17,7,classic_bike,135
2022/1/17,7,electric_bike,293
2022/1/17,8,classic_bike,4
2022/1/17,8,electric_bike,9
2022/1/17,9,classic_bike,86
2022/1/17,10,classic_bike,29
2022/1/17,11,classic_bike,262
2022/1/17,11,electric_bike,401
2022/1/17,12,classic_bike,40
2022/1/17,13,classic_bike,23
2022/1/17,13,electric_bike,20
2022/1/17,14,classic_bike,93
2022/1/17,15,classic_bike,1
2022/1/17,15,electric_bike,2
2022/1/17,16,classic_bike,248
2022/1/17,16,electric_bike,321
2022/1/17,17,classic_bike,142
2022/1/17,17,electric_bike,1071
2022/1/17,18,classic_bike,93
2022/1/17,18,electric_bike,189
2022/1/17,19,classic_bike,32
2022/1/17,19,electric_bike,23
2022/1/18,0,classic_bike,278
2022/1/18,0,electric_bike,357
2022/1/18,1,classic_bike,13
2022/1/18,1,electric_bike,11
2022/1/18,2,classic_bike,57
2022/1/18,3,classic_bike,203
2022/1/18,3,electric_bike,344
2022/1/18,4,classic_bike,23
2022/1/18,4,electric_bike,62
2022/1/18,5,classic_bike,1
2022/1/18,6,classic_bike,5
2022/1/18,6,electric_bike,8
2022/1/18,7,classic_bike,63
2022/1/18,7,electric_bike,170
2022/1/18,8,classic_bike,3
2022/1/18,8,electric_bike,8
2022/1/18,9,classic_bike,89
2022/1/18,10,classic_bike,22
2022/1/18,11,classic_bike,289
2022/1/18,11,electric_bike,369
2022/1/18,12,classic_bike,38
2022/1/18,13,classic_bike,17
2022/1/18,13,electric_bike,23
2022/1/18,14,classic_bike,99
2022/1/18,15,electric_bike,3
2022/1/18,16,classic_bike,251
2022/1/18,16,electric_bike,461
2022/1/18,17,classic_bike,132
2022/1/18,17,electric_bike,1073
2022/1/18,18,classic_bike,57
2022/1/18,18,electric_bike,146
2022/1/18,19,classic_bike,49
2022/1/18,19,electric_bike,25
2022/1/19,0,classic_bike,226
2022/1/19,0,electric_bike,344
2022/1/19,1,classic_bike,9
2022/1/19,1,electric_bike,11
2022/1/19,2,classic_bike,61
2022/1/19,3,classic_bike,202
2022/1/19,3,electric_bike,399
2022/1/19,4,classic_bike,31
2022/1/19,4,electric_bike,59
2022/1/19,5,classic_bike,1
2022/1/19,6,classic_bike,4
2022/1/19,6,electric_bike,11
2022/1/19,7,classic_bike,98
2022/1/19,7,electric_bike,229
2022/1/19,8,classic_bike,2
2022/1/19,8,electric_bike,7
2022/1/19,9,classic_bike,73
2022/1/19,10,classic_bike,36
2022/1/19,11,classic_bike,284
2022/1/19,11,electric_bike,426
2022/1/19,12,classic_bike,43
2022/1/19,13,classic_bike,10
2022/1/19,13,electric_bike,29
2022/1/19,14,classic_bike,117
2022/1/19,15,electric_bike,4
2022/1/19,16,classic_bike,284
2022/1/19,16,electric_bike,435
2022/1/19,17,classic_bike,146
2022/1/19,17,electric_bike,1174
2022/1/19,18,classic_bike,68
2022/1/19,18,electric_bike,175
2022/1/19,19,classic_bike,17
2022/1/19,19,electric_bike,19
2022/1/20,0,classic_bike,284
2022/1/20,0,electric_bike,416
2022/1/20,1,classic_bike,16
2022/1/20,1,electric_bike,8
2022/1/20,2,classic_bike,50
2022/1/20,3,classic_bike,200
2022/1/20,3,electric_bike,380
2022/1/20,4,classic_bike,25
2022/1/20,4,electric_bike,68
2022/1/20,6,classic_bike,1
2022/1/20,6,electric_bike,10
2022/1/20,7,classic_bike,98
2022/1/20,7,electric_bike,225
2022/1/20,8,classic_bike,1
2022/1/20,8,electric_bike,11
2022/1/20,9,classic_bike,79
2022/1/20,10,classic_bike,25
2022/1/20,11,classic_bike,322
2022/1/20,11,electric_bike,478
2022/1/20,12,classic_bike,35
2022/1/20,13,classic_bike,32
2022/1/20,13,electric_bike,22
2022/1/20,14,classic_bike,105
2022/1/20,15,classic_bike,4
2022/1/20,15,electric_bike,7
2022/1/20,16,classic_bike,286
2022/1/20,16,electric_bike,507
2022/1/20,17,classic_bike,129
2022/1/20,17,electric_bike,1190
2022/1/20,18,classic_bike,76
2022/1/20,18,electric_bike,187
2022/1/20,19,classic_bike,32
2022/1/20,19,electric_bike,17
2022/1/21,0,classic_bike,302
2022/1/21,0,electric_bike,382
2022/1/21,1,classic_bike,10
2022/1/21,1,electric_bike,8
2022/1/21,2,classic_bike,66
2022/1/21,3,classic_bike,214
2022/1/21,3,electric_bike,477
2022/1/21,4,classic_bike,42
2022/1/21,4,electric_bike,87
2022/1/21,5,classic_bike,1
2022/1/21,6,classic_bike,5
2022/1/21,6,electric_bike,15
2022/1/21,7,classic_bike,116
2022/1/21,7,electric_bike,297
2022/1/21,8,classic_bike,6
2022/1/21,8,electric_bike,9
2022/1/21,9,classic_bike,91
2022/1/21,10,classic_bike,40
2022/1/21,11,classic_bike,320
2022/1/21,11,electric_bike,510
2022/1/21,12,classic_bike,43
2022/1/21,13,classic_bike,16
2022/1/21,13,electric_bike,13
2022/1/21,14,classic_bike,106
2022/1/21,15,classic_bike,1
2022/1/21,15,electric_bike,5
2022/1/21,16,classic_bike,335
2022/1/21,16,electric_bike,496
2022/1/21,17,classic_bike,134
2022/1/21,17,electric_bike,1412
2022/1/21,18,classic_bike,113
2022/1/21,18,electric_bike,237
2022/1/21,19,classic_bike,25
2022/1/21,19,electric_bike,15
2022/1/22,0,classic_bike,269
2022/1/22,0,electric_bike,363
2022/1/22,1,classic_bike,12
2022/1/22,1,electric_bike,16
2022/1/22,2,classic_bike,58
2022/1/22,3,classic_bike,275
2022/1/22,3,electric_bike,593
2022/1/22,4,classic_bike,95
2022/1/22,4,electric_bike,161
2022/1/22,5,classic_bike,1
2022/1/22,6,classic_bike,13
2022/1/22,6,electric_bike,10
2022/1/22,7,classic_bike,180
2022/1/22,7,electric_bike,349
2022/1/22,8,classic_bike,9
2022/1/22,8,electric_bike,10
2022/1/22,9,classic_bike,96
2022/1/22,10,classic_bike,58
2022/1/22,11,classic_bike,357
2022/1/22,11,electric_bike,496
2022/1/22,12,classic_bike,47
2022/1/22,13,classic_bike,29
2022/1/22,13,electric_bike,26
2022/1/22,14,classic_bike,121
2022/1/22,15,classic_bike,2
2022/1/22,15,electric_bike,7
2022/1/22,16,classic_bike,337
2022/1/22,16,electric_bike,479
2022/1/22,17,classic_bike,163
2022/1/22,17,electric_bike,1638
2022/1/22,18,classic_bike,107
2022/1/22,18,electric_bike,266
2022/1/22,19,classic_bike,31
2022/1/22,19,electric_bike,21
2022/1/23,0,classic_bike,293
2022/1/23,0,electric_bike,336
2022/1/23,1,classic_bike,14
2022/1/23,1,electric_bike,8
2022/1/23,2,classic_bike,70
2022/1/23,3,classic_bike,234
2022/1/23,3,electric_bike,416
2022/1/23,4,classic_bike,78
2022/1/23,4,electric_bike,139
2022/1/23,5,classic_bike,4
2022/1/23,6,classic_bike,8
2022/1/23,6,electric_bike,4
2022/1/23,7,classic_bike,135
2022/1/23,7,electric_bike,323
2022/1/23,8,classic_bike,4
2022/1/23,8,electric_bike,17
2022/1/23,9,classic_bike,94
2022/1/23,10,classic_bike,54
2022/1/23,11,classic_bike,308
2022/1/23,11,electric_bike,438
2022/1/23,12,classic_bike,36
2022/1/23,13,classic_bike,23
2022/1/23,13,electric_bike,18
2022/1/23,14,classic_bike,122
2022/1/23,15,classic_bike,3
2022/1/23,15,electric_bike,6
2022/1/23,16,classic_bike,298
2022/1/23,16,electric_bike,356
2022/1/23,17,classic_bike,141
2022/1/23,17,electric_bike,1306
2022/1/23,18,classic_bike,145
2022/1/23,18,electric_bike,219
2022/1/23,19,classic_bike,28
2022/1/23,19,electric_bike,19
2022/1/24,0,classic_bike,236
2022/1/24,0,electric_bike,326
2022/1/24,1,classic_bike,14
2022/1/24,1,electric_bike,13
2022/1/24,2,classic_bike,68
2022/1/24,3,classic_bike,187
2022/1/24,3,electric_bike,340
2022/1/24,4,classic_bike,21
2022/1/24,4,electric_bike,57
2022/1/24,5,classic_bike,4
2022/1/24,6,classic_bike,2
2022/1/24,6,electric_bike,11
2022/1/24,7,classic_bike,66
2022/1/24,7,electric_bike,215
2022/1/24,8,classic_bike,3
2022/1/24,8,electric_bike,13
2022/1/24,9,classic_bike,81
2022/1/24,10,classic_bike,36
2022/1/24,11,classic_bike,300
2022/1/24,11,electric_bike,436
2022/1/24,12,classic_bike,32
2022/1/24,13,classic_bike,16
2022/1/24,13,electric_bike,23
2022/1/24,14,classic_bike,102
2022/1/24,15,electric_bike,3
2022/1/24,16,classic_bike,326
2022/1/24,16,electric_bike,407
2022/1/24,17,classic_bike,144
2022/1/24,17,electric_bike,1002
2022/1/24,18,classic_bike,76
2022/1/24,18,electric_bike,123
2022/1/24,19,classic_bike,47
2022/1/24,19,electric_bike,16
2022/1/25,0,classic_bike,311
2022/1/25,0,electric_bike,426
2022/1/25,1,classic_bike,27
2022/1/25,1,electric_bike,9
2022/1/25,2,classic_bike,50
2022/1/25,3,classic_bike,201
2022/1/25,3,electric_bike,390
2022/1/25,4,classic_bike,33
2022/1/25,4,electric_bike,78
2022/1/25,5,classic_bike,1
2022/1/25,6,classic_bike,3
2022/1/25,6,electric_bike,7
2022/1/25,7,classic_bike,102
2022/1/25,7,electric_bike,240
2022/1/25,8,classic_bike,2
2022/1/25,8,electric_bike,10
2022/1/25,9,classic_bike,95
2022/1/25,10,classic_bike,42
2022/1/25,11,classic_bike,296
2022/1/25,11,electric_bike,447
2022/1/25,12,classic_bike,42
2022/1/25,13,classic_bike,21
2022/1/25,13,electric_bike,18
2022/1/25,14,classic_bike,108
2022/1/25,15,classic_bike,1
2022/1/25,15,electric_bike,5
2022/1/25,16,classic_bike,316
2022/1/25,16,electric_bike,514
2022/1/25,17,classic_bike,145
2022/1/25,17,electric_bike,1191
